REF_AREA,Reference area,DEATH_CAUSE,Cause of death,TIME_PERIOD,OBS_VALUE
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1962,427.9
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1963,417
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1964,405.5
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1965,392.6
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1966,372.3
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1967,360.9
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1968,356.8
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1969,370.2
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1970,368.6
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1971,359.4
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1972,331.6
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1973,319.9
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1974,313
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1975,310
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1976,309.8
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1977,309.9
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1978,304.6
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1979,311.7
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1980,313.8
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1981,296.3
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1982,292
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1983,277.4
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1984,269.6
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1985,263
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1986,255.4
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1987,246.9
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1988,251.2
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1989,248.2
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1990,250.1
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1991,231.8
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1992,222.8
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1993,215
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1994,205.3
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1995,199.9
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1996,195.2
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1997,192
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1998,192.4
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1999,177.4
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2000,178.7
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2001,173.9
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2002,175.3
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2003,171.7
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2004,169.8
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2005,166.8
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2006,168.9
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2007,165.2
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2008,159.6
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2009,151.2
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2010,152.1
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2011,151.6
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2012,149.8
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2013,146.7
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2014,145.6
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2015,149.1
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2016,148.7
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2017,143.5
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2018,141
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2019,139.2
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2020,135.5
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2021,137.9
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1966,30.7
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1967,35.1
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1968,43.8
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1969,68.4
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1970,74.6
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1977,66.6
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1978,62.2
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1979,53.4
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1982,50.7
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1983,49
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1984,51
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1985,40.6
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1986,44.8
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1987,35.7
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1988,42.8
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1989,38.9
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1990,37.2
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1991,36.7
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1992,40
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1993,37.8
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1994,41.1
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1995,36.1
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1996,37.9
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1997,35.4
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1998,37.3
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,1999,40.3
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2000,34.7
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2001,35.4
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2002,34.9
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2003,35.9
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2004,32.5
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2005,31.7
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2006,30.9
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2007,32.5
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2008,31.6
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2009,33.8
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2010,32.3
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2011,32.7
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2012,33.6
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2013,34.3
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2014,34
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2015,33.5
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2016,34.4
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2017,31.3
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2018,32.9
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2019,34.9
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2020,25.3
ARG,Argentina,CICDSANG,Diseases of the blood and blood-forming organs,2021,29.9
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1960,23.7
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1961,27.3
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1962,26
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1963,28.6
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1964,24.5
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1965,25.4
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1966,24
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1967,21.5
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1968,33.8
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1969,28.1
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1970,23.2
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1971,25.2
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1972,22.9
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1973,20.4
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1974,21.4
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1975,22.6
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1976,17.8
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1977,20.1
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1978,18.5
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1979,21.4
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1980,19.4
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1981,24.4
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1982,23.4
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1983,20.1
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1984,19.2
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1985,20
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1986,19.7
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1987,19.7
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1988,19.6
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1989,16.9
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1990,16.7
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1991,15.2
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1992,15
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1993,14.4
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1994,14.7
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1995,11.2
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1996,15.7
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1997,12.4
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1998,19.5
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,1999,21.7
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,2000,17.4
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,2001,17.1
AUS,Australia,CICDSANG,Diseases of the blood and blood-forming organs,2002,16.1
